,ano,mes,dia,tipo_dia,festivo,fin_semana,y
5699,2011,2,25,4,0,1,103.82227166666668
6573,2013,7,18,3,0,1,221.7483883333333
7045,2014,11,2,6,0,0,167.628004
2194,2001,7,22,6,0,0,34.42751933333333
46,1995,9,4,0,0,1,10.1685
6920,2014,6,30,0,1,1,125.01936666666668
1826,2000,7,19,2,0,1,45.171665
7447,2015,12,9,2,0,1,664.4422410000001
338,1996,6,22,5,0,0,2.2335
2281,2001,10,17,2,0,1,51.12598
5389,2010,4,21,2,0,1,156.12447
9134,2020,7,22,2,0,1,167.11083333333332
1544,1999,10,11,0,0,1,31.99528666666667
435,1996,9,27,4,0,1,22.625
1106,1998,7,30,3,0,1,20.228705
924,1998,1,29,3,0,1,127.58867
1363,1999,4,13,1,0,1,24.039043333333336
9009,2020,3,19,3,0,1,370.7816666666667
4084,2006,9,24,6,0,0,96.961718
4315,2007,5,13,6,0,0,67.105824
4279,2007,4,7,5,0,0,90.952011
3707,2005,9,12,0,0,1,91.541317
4150,2006,11,29,2,0,1,75.798457
7871,2017,2,5,6,0,0,92.87973366666664
6103,2012,4,4,2,0,1,62.78601533333333
395,1996,8,18,6,0,0,5.097625
6829,2014,3,31,0,0,1,142.987393
7606,2016,5,16,0,0,1,154.439368
4509,2007,11,23,4,0,1,62.89138
4101,2006,10,11,2,0,1,166.08096366666666
4620,2008,3,13,3,0,1,76.36315499999999
464,1996,10,26,5,0,0,4.095125
5837,2011,7,13,2,0,1,71.21703
7349,2015,9,2,2,0,1,247.328652
2079,2001,3,29,3,0,1,58.356116333333325
7172,2015,3,9,0,0,1,215.742192
5392,2010,4,24,5,0,0,170.796423
3493,2005,2,10,3,0,1,79.532039
5834,2011,7,10,6,0,0,52.14479166666666
3700,2005,9,5,0,0,1,97.686442
1865,2000,8,27,6,0,0,40.23547466666667
4952,2009,2,8,6,0,0,133.289019
3642,2005,7,9,5,0,0,71.17840766666667
391,1996,8,14,2,0,1,5.982083333333333
6949,2014,7,29,1,0,1,322.3418443333333
9297,2021,1,1,4,1,1,152.35166666666666
9076,2020,5,25,0,1,1,475.6083333333333
4235,2007,2,22,3,0,1,106.21256166666666
4653,2008,4,15,1,0,1,97.08499933333331
436,1996,9,28,5,0,0,20.875
9239,2020,11,4,2,0,1,201.20416666666668
7706,2016,8,24,2,0,1,309.618542
685,1997,6,4,2,0,1,39.301413333333336
1800,2000,6,23,4,0,1,44.75716666666667
5939,2011,10,23,6,0,0,54.099172
3845,2006,1,28,5,0,0,77.86404633333333
2366,2002,1,10,3,0,1,34.816443
3109,2004,1,23,4,0,1,65.39608266666666
8421,2018,8,9,3,0,1,110.932156
5164,2009,9,8,1,0,1,134.27575866666666
5759,2011,4,26,1,0,1,64.859302
2078,2001,3,28,2,0,1,59.435658
979,1998,3,25,2,0,1,89.11239333333333
1396,1999,5,16,6,0,0,25.03391
3794,2005,12,8,3,1,1,77.54392633333333
2080,2001,3,30,4,0,1,56.42861633333334
1962,2000,12,2,5,0,0,46.62209966666666
5731,2011,3,29,1,0,1,67.32531466666667
9118,2020,7,6,0,0,1,146.61249999999998
292,1996,5,7,1,0,1,3.1265
8336,2018,5,16,2,0,1,65.776432
5744,2011,4,11,0,0,1,104.948019
603,1997,3,14,4,0,1,35.53619
6284,2012,10,2,1,0,1,264.6849633333333
3156,2004,3,10,2,0,1,73.63791466666666
4937,2009,1,24,5,0,0,128.31748100000002
43,1995,9,1,4,0,1,1.7589583333333332
2129,2001,5,18,4,0,1,48.067208666666666
3560,2005,4,18,0,0,1,58.44920266666667
7345,2015,8,29,5,0,0,146.144413
7649,2016,6,28,1,0,1,124.364959
4183,2007,1,1,0,1,1,56.64060966666667
2142,2001,5,31,3,0,1,47.993042
2539,2002,7,2,1,0,1,38.59661666666667
30,1995,8,19,5,0,0,1.1018333333333332
2548,2002,7,11,3,0,1,39.85495
1543,1999,10,10,6,0,0,30.572245
3988,2006,6,20,1,0,1,61.64665300000001
8639,2019,3,15,4,0,1,232.38832566666665
1461,1999,7,20,1,1,1,29.79764
5763,2011,4,30,5,0,0,65.23994166666667
8768,2019,7,22,0,0,1,129.94328399999998
4458,2007,10,3,2,0,1,91.04335366666668
8073,2017,8,26,5,0,0,114.76938166666667
987,1998,4,2,3,0,1,73.05761833333334
1966,2000,12,6,2,0,1,64.304308
3811,2005,12,25,6,1,0,77.133968
7084,2014,12,11,3,0,1,177.19208333333333
7576,2016,4,16,5,0,0,171.893175
2251,2001,9,17,0,0,1,41.37486866666666
8175,2017,12,6,2,0,1,78.35132533333334
2634,2002,10,5,5,0,0,54.51132033333334
4256,2007,3,15,3,0,1,101.817255
5324,2010,2,15,0,0,1,232.1567083333333
2174,2001,7,2,0,1,1,38.260852666666665
2048,2001,2,26,0,0,1,88.18947233333334
4721,2008,6,22,6,0,0,55.80807333333333
6054,2012,2,15,2,0,1,79.25323933333334
1428,1999,6,17,3,0,1,27.200420000000005
7737,2016,9,24,5,0,0,103.17897666666666
6303,2012,10,21,6,0,0,186.0977283333333
5848,2011,7,24,6,0,0,47.68340933333334
3340,2004,9,10,4,0,1,49.722145000000005
8654,2019,3,30,5,0,0,211.8114163333333
1833,2000,7,26,2,0,1,31.252081666666665
6119,2012,4,20,4,0,1,62.20462799999999
7705,2016,8,23,1,0,1,275.7891696666667
748,1997,8,6,2,0,1,46.29358
8087,2017,9,9,5,0,0,124.23456433333332
5963,2011,11,16,2,0,1,83.23480666666667
6693,2013,11,15,4,0,1,163.415288
4554,2008,1,7,0,1,1,97.00739400000002
1191,1998,10,23,4,0,1,24.824736666666663
9161,2020,8,18,1,0,1,166.09833333333333
5357,2010,3,20,5,0,0,192.09713166666663
3260,2004,6,22,1,0,1,48.019643
1780,2000,6,3,5,0,0,34.153416666666665
3972,2006,6,4,6,0,0,47.05344466666667
2118,2001,5,7,0,0,1,51.410167
8611,2019,2,15,4,0,1,326.39241
588,1997,2,27,3,0,1,20.461675
59,1995,9,17,6,0,0,5.4210416666666665
3375,2004,10,15,4,0,1,68.22895666666666
535,1997,1,5,6,0,0,15.35827
5891,2011,9,5,0,0,1,100.08095
956,1998,3,2,0,0,1,95.98406
226,1996,3,2,5,0,0,7.784583333333334
9066,2020,5,15,4,0,1,443.6325
4917,2009,1,4,6,0,0,144.82831433333334
2465,2002,4,19,4,0,1,51.611932
889,1997,12,25,3,1,1,85.47775
1940,2000,11,10,4,0,1,44.35211999999999
8914,2019,12,15,6,0,0,347.50576100000006
1085,1998,7,9,3,0,1,19.718163333333333
7136,2015,2,1,6,0,0,166.52043266666666
600,1997,3,11,1,0,1,37.15964833333333
3547,2005,4,5,1,0,1,74.49086933333332
7020,2014,10,8,2,0,1,261.5966143333333
4252,2007,3,11,6,0,0,104.08521333333334
173,1996,1,9,1,0,1,30.70833333333333
7262,2015,6,7,6,0,0,184.78712633333336
9303,2021,1,7,3,0,1,175.62041666666667
2107,2001,4,26,3,0,1,76.97767366666666
3618,2005,6,15,2,0,1,59.84251166666667
4685,2008,5,17,5,0,0,111.50376
1133,1998,8,26,2,0,1,23.50127666666667
2501,2002,5,25,5,0,0,32.91713033333333
8450,2018,9,7,4,0,1,73.43868433333334
9279,2020,12,14,0,0,1,171.78833333333333
817,1997,10,14,1,0,1,165.01698666666667
6240,2012,8,19,6,0,0,120.98565566666667
4043,2006,8,14,0,0,1,69.325405
7066,2014,11,23,6,0,0,163.475022
7484,2016,1,15,4,0,1,693.8068243333333
4869,2008,11,17,0,1,1,98.669002
6198,2012,7,8,6,0,0,55.51215866666666
8743,2019,6,27,3,0,1,125.46709400000002
6834,2014,4,5,5,0,0,241.398506
6442,2013,3,9,5,0,0,174.7743
8338,2018,5,18,4,0,1,69.29706866666668
1265,1999,1,5,1,0,1,26.46745
4970,2009,2,26,3,0,1,118.885394
2363,2002,1,7,0,1,1,34.50277633333334
1410,1999,5,30,6,0,0,24.74224333333333
1712,2000,3,27,0,0,1,38.526958666666665
6305,2012,10,23,1,0,1,160.06393699999998
157,1995,12,24,6,0,0,23.20745833333333
7099,2014,12,26,4,0,1,140.77445633333332
4760,2008,7,31,3,0,1,79.27382766666666
6353,2012,12,10,0,0,1,181.76579433333333
2215,2001,8,12,6,0,0,35.531879
4753,2008,7,24,3,0,1,94.682911
5393,2010,4,25,6,0,0,176.97989333333337
6407,2013,2,2,5,0,0,218.212563
640,1997,4,20,6,0,0,20.08102
2913,2003,7,11,4,0,1,72.45567733333333
7675,2016,7,24,6,0,0,135.569081
2605,2002,9,6,4,0,1,44.282130333333335
4702,2008,6,3,1,0,1,95.17515666666668
610,1997,3,21,4,0,1,20.276731666666667
8522,2018,11,18,6,0,0,101.098398
4984,2009,3,12,3,0,1,127.685762
5339,2010,3,2,1,0,1,186.9759373333333
9037,2020,4,16,3,0,1,250.64
621,1997,4,1,1,0,1,32.266061666666666
2803,2003,3,23,6,0,0,78.23269333333333
6966,2014,8,15,4,0,1,182.58052966666665
699,1997,6,18,2,0,1,34.576413333333335
362,1996,7,16,1,0,1,1.7857916666666664
5057,2009,5,24,6,0,0,128.68976833333332
2231,2001,8,28,1,0,1,37.742129
3010,2003,10,16,3,0,1,53.692322
1802,2000,6,25,6,0,0,35.94229166666667
5709,2011,3,7,0,0,1,89.38907866666666
